N_Processo;Orgao;Situacao_Orgao;Modalidade;Objeto;Itens_Licitado;Valor_Total_Previsto;Valor_Total_Realizado;Quant_Licitada;N_Edital;Data_Publicação;Data_Abertura;CPF_CNPJ;Razao_Social
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Semente - Tipo: crotalária juncea; Requisito: pureza mínima de 80% e germinação mínima de 85%.";3781,2800000000000000;3781,2800000000000000;8,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Semente - Tipo: crotalária orchroleurca; Requisito: pureza mínima de 60% e germinação mínima de 85%.";2533,2800000000000000;2533,2800000000000000;8,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Polímero - Tipo: retentor de água; Composição: constituído por monômeros de carbono ligados por ponte de hidrogênio de fabricação natural ou sintética.";2735,6800000000000000;2139,7400000000000000;83,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Inseticida - Tipo: cupinicida; Princípio Ativo: fipronil; Grupo químico: pirazol; Apresentação: granulado dispersível; Classe de ação: contato e ingestão; Requisito: contento no mínimo de 80% de principio ativo.";860,0000000000000000;860,0000000000000000;1,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;Fertilizante - Tipo: orgânico de cama de frango de aviário.;10452,0000000000000000;10452,0000000000000000;400,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Semente - Tipo: crotalária juncea; Requisito: pureza mínima de 80% e germinação mínima de 85%.";3781,2800000000000000;3781,2800000000000000;8,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Semente - Tipo: crotalária orchroleurca; Requisito: pureza mínima de 60% e germinação mínima de 85%.";2533,2800000000000000;2533,2800000000000000;8,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Polímero - Tipo: retentor de água; Composição: constituído por monômeros de carbono ligados por ponte de hidrogênio de fabricação natural ou sintética.";2735,6800000000000000;1999,4700000000000000;83,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Inseticida - Tipo: cupinicida; Princípio Ativo: fipronil; Grupo químico: pirazol; Apresentação: granulado dispersível; Classe de ação: contato e ingestão; Requisito: contento no mínimo de 80% de principio ativo.";860,0000000000000000;860,0000000000000000;1,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;Fertilizante - Tipo: orgânico de cama de frango de aviário.;10452,0000000000000000;10452,0000000000000000;400,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Semente - Tipo: crotalária juncea; Requisito: pureza mínima de 80% e germinação mínima de 85%.";7089,9000000000000000;7089,9000000000000000;15,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Semente - Tipo: crotalária orchroleurca; Requisito: pureza mínima de 60% e germinação mínima de 85%.";4749,9000000000000000;4749,9000000000000000;15,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Polímero - Tipo: retentor de água; Composição: constituído por monômeros de carbono ligados por ponte de hidrogênio de fabricação natural ou sintética.";5471,3600000000000000;4799,0600000000000000;166,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Inseticida - Tipo: cupinicida; Princípio Ativo: fipronil; Grupo químico: pirazol; Apresentação: granulado dispersível; Classe de ação: contato e ingestão; Requisito: contento no mínimo de 80% de principio ativo.";2580,0000000000000000;2580,0000000000000000;3,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;Fertilizante - Tipo: orgânico de cama de frango de aviário.;20904,0000000000000000;20904,0000000000000000;800,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Fertilizante - Tipo: químico mineral 04-20-20; Composição mínima: 0,5% de zinco, 0,1% de boro e 0,2% de Mn.";107361,4600000000000000;80549,7400000000000000;703,00000000;0001/2019;20190405;20190709;15571482000107;COOPERATIVA AGRICOLA DE CAMPO GRANDE
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Polímero - Tipo: retentor de água; Composição: constituído por monômeros de carbono ligados por ponte de hidrogênio de fabricação natural ou sintética.";20369,2800000000000000;15993,8400000000000000;618,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Inseticida - Tipo: cupinicida; Princípio Ativo: fipronil; Grupo químico: pirazol; Apresentação: granulado dispersível; Classe de ação: contato e ingestão; Requisito: contento no mínimo de 80% de principio ativo.";10320,0000000000000000;10320,0000000000000000;12,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Semente - Tipo: crotalária juncea; Requisito: pureza mínima de 80% e germinação mínima de 85%.";25996,3000000000000000;25996,3000000000000000;55,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Semente - Tipo: crotalária orchroleurca; Requisito: pureza mínima de 60% e germinação mínima de 85%.";17416,3000000000000000;17416,3000000000000000;55,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;Fertilizante - Tipo: orgânico de cama de frango de aviário.;81003,0000000000000000;60752,2500000000000000;2325,00000000;0001/2019;20190405;20190709;15571482000107;COOPERATIVA AGRICOLA DE CAMPO GRANDE
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Semente - Tipo: crotalária juncea; Requisito: pureza mínima de 80% e germinação mínima de 85%.";3781,2800000000000000;3781,2800000000000000;8,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Semente - Tipo: crotalária orchroleurca; Requisito: pureza mínima de 60% e germinação mínima de 85%.";2533,2800000000000000;2533,2800000000000000;8,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Polímero - Tipo: retentor de água; Composição: constituído por monômeros de carbono ligados por ponte de hidrogênio de fabricação natural ou sintética.";2735,6800000000000000;1979,5500000000000000;83,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;Fertilizante - Tipo: orgânico de cama de frango de aviário.;10452,0000000000000000;10452,0000000000000000;400,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Semente - Tipo: crotalária juncea; Requisito: pureza mínima de 80% e germinação mínima de 85%.";7089,9000000000000000;7089,0000000000000000;15,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Semente - Tipo: crotalária orchroleurca; Requisito: pureza mínima de 60% e germinação mínima de 85%.";4749,9000000000000000;4749,9000000000000000;15,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Fertilizante - Tipo: químico mineral 04-20-20; Composição mínima: 0,5% de zinco, 0,1% de boro e 0,2% de Mn.";29217,9000000000000000;29217,9000000000000000;255,00000000;0001/2019;20190405;20190709;18676583000130;NORTE PIONEIRO COMÉRCIO E SERVIÇOS LTDA - ME
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Polímero - Tipo: retentor de água; Composição: constituído por monômeros de carbono ligados por ponte de hidrogênio de fabricação natural ou sintética.";5471,3600000000000000;3839,5800000000000000;166,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Inseticida - Tipo: cupinicida; Princípio Ativo: fipronil; Grupo químico: pirazol; Apresentação: granulado dispersível; Classe de ação: contato e ingestão; Requisito: contento no mínimo de 80% de principio ativo.";2580,0000000000000000;2580,0000000000000000;3,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;Fertilizante - Tipo: orgânico de cama de frango de aviário.;20904,0000000000000000;20904,0000000000000000;800,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Semente - Tipo: crotalária juncea; Requisito: pureza mínima de 80% e germinação mínima de 85%.";7089,9000000000000000;7089,0000000000000000;15,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Semente - Tipo: crotalária orchroleurca; Requisito: pureza mínima de 60% e germinação mínima de 85%.";4749,9000000000000000;4749,9000000000000000;15,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Polímero - Tipo: retentor de água; Composição: constituído por monômeros de carbono ligados por ponte de hidrogênio de fabricação natural ou sintética.";5471,3600000000000000;3889,3800000000000000;166,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;Fertilizante - Tipo: orgânico de cama de frango de aviário.;20904,0000000000000000;20904,0000000000000000;800,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Inseticida - Tipo: cupinicida; Princípio Ativo: fipronil; Grupo químico: pirazol; Apresentação: granulado dispersível; Classe de ação: contato e ingestão; Requisito: contento no mínimo de 80% de principio ativo.";2580,0000000000000000;2580,0000000000000000;3,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Semente - Tipo: crotalária juncea; Requisito: pureza mínima de 80% e germinação mínima de 85%.";3781,2800000000000000;3780,8000000000000000;8,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Semente - Tipo: crotalária orchroleurca; Requisito: pureza mínima de 60% e germinação mínima de 85%.";2533,2800000000000000;2533,2800000000000000;8,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Polímero - Tipo: retentor de água; Composição: constituído por monômeros de carbono ligados por ponte de hidrogênio de fabricação natural ou sintética.";2735,6800000000000000;2049,2700000000000000;83,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Inseticida - Tipo: cupinicida; Princípio Ativo: fipronil; Grupo químico: pirazol; Apresentação: granulado dispersível; Classe de ação: contato e ingestão; Requisito: contento no mínimo de 80% de principio ativo.";860,0000000000000000;860,0000000000000000;1,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;Fertilizante - Tipo: orgânico de cama de frango de aviário.;10452,0000000000000000;10452,0000000000000000;400,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Semente - Tipo: crotalária juncea; Requisito: pureza mínima de 80% e germinação mínima de 85%.";7089,9000000000000000;7089,0000000000000000;15,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Semente - Tipo: crotalária orchroleurca; Requisito: pureza mínima de 60% e germinação mínima de 85%.";4749,9000000000000000;4749,9000000000000000;15,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Polímero - Tipo: retentor de água; Composição: constituído por monômeros de carbono ligados por ponte de hidrogênio de fabricação natural ou sintética.";5471,3600000000000000;4999,9200000000000000;166,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Inseticida - Tipo: cupinicida; Princípio Ativo: fipronil; Grupo químico: pirazol; Apresentação: granulado dispersível; Classe de ação: contato e ingestão; Requisito: contento no mínimo de 80% de principio ativo.";2580,0000000000000000;2580,0000000000000000;3,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;Fertilizante - Tipo: orgânico de cama de frango de aviário.;20904,0000000000000000;20904,0000000000000000;800,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Semente - Tipo: crotalária juncea; Requisito: pureza mínima de 80% e germinação mínima de 85%.";7089,9000000000000000;7089,0000000000000000;15,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Semente - Tipo: crotalária orchroleurca; Requisito: pureza mínima de 60% e germinação mínima de 85%.";4749,9000000000000000;4749,9000000000000000;15,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Polímero - Tipo: retentor de água; Composição: constituído por monômeros de carbono ligados por ponte de hidrogênio de fabricação natural ou sintética.";5471,3600000000000000;5399,9800000000000000;166,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Inseticida - Tipo: cupinicida; Princípio Ativo: fipronil; Grupo químico: pirazol; Apresentação: granulado dispersível; Classe de ação: contato e ingestão; Requisito: contento no mínimo de 80% de principio ativo.";2580,0000000000000000;2580,0000000000000000;3,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;Fertilizante - Tipo: orgânico de cama de frango de aviário.;20904,0000000000000000;20904,0000000000000000;800,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Semente - Tipo: crotalária juncea; Requisito: pureza mínima de 80% e germinação mínima de 85%.";3781,2800000000000000;3781,2800000000000000;8,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Semente - Tipo: crotalária orchroleurca; Requisito: pureza mínima de 60% e germinação mínima de 85%.";2533,2800000000000000;2533,2800000000000000;8,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Polímero - Tipo: retentor de água; Composição: constituído por monômeros de carbono ligados por ponte de hidrogênio de fabricação natural ou sintética.";2735,6800000000000000;2139,7400000000000000;83,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Inseticida - Tipo: cupinicida; Princípio Ativo: fipronil; Grupo químico: pirazol; Apresentação: granulado dispersível; Classe de ação: contato e ingestão; Requisito: contento no mínimo de 80% de principio ativo.";860,0000000000000000;860,0000000000000000;1,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;Fertilizante - Tipo: orgânico de cama de frango de aviário.;10452,0000000000000000;10452,0000000000000000;400,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Semente - Tipo: crotalária juncea; Requisito: pureza mínima de 80% e germinação mínima de 85%.";3781,2800000000000000;3781,2800000000000000;8,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Semente - Tipo: crotalária orchroleurca; Requisito: pureza mínima de 60% e germinação mínima de 85%.";2533,2800000000000000;2533,2800000000000000;8,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Polímero - Tipo: retentor de água; Composição: constituído por monômeros de carbono ligados por ponte de hidrogênio de fabricação natural ou sintética.";2735,6800000000000000;1999,4700000000000000;83,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Inseticida - Tipo: cupinicida; Princípio Ativo: fipronil; Grupo químico: pirazol; Apresentação: granulado dispersível; Classe de ação: contato e ingestão; Requisito: contento no mínimo de 80% de principio ativo.";860,0000000000000000;860,0000000000000000;1,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;Fertilizante - Tipo: orgânico de cama de frango de aviário.;10452,0000000000000000;10452,0000000000000000;400,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Semente - Tipo: crotalária juncea; Requisito: pureza mínima de 80% e germinação mínima de 85%.";7089,9000000000000000;7089,9000000000000000;15,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Semente - Tipo: crotalária orchroleurca; Requisito: pureza mínima de 60% e germinação mínima de 85%.";4749,9000000000000000;4749,9000000000000000;15,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
